date,province,no_patient,pm25
2020-01-18,สมุทรสาคร,29,53.5
2020-01-18,สระบุรี,10,80.5
2020-01-18,สระแก้ว,3,82.0
2020-01-18,สุราษฎร์ธานี,18,32.0
2020-01-18,หนองคาย,8,
2020-01-18,อุบลราชธานี,34,
2020-01-18,เชียงราย,9,35.0
2020-01-18,เชียงใหม่,62,50.0
2020-01-18,เลย,8,60.0
2020-01-18,แพร่,3,78.0
2020-01-18,แม่ฮ่องสอน,4,38.0
2020-01-19,กรุงเทพมหานคร,13,56.916666666666664
2020-01-19,กาญจนบุรี,15,85.0
2020-01-19,ขอนแก่น,59,50.0
2020-01-19,ฉะเชิงเทรา,11,60.0
2020-01-19,ชลบุรี,23,56.333333333333336
2020-01-19,ตาก,4,50.0
2020-01-19,นครปฐม,15,57.0
2020-01-19,นครราชสีมา,43,69.0
2020-01-19,นครสวรรค์,8,76.0
2020-01-19,นนทบุรี,15,58.0
2020-01-19,นราธิวาส,11,20.0
2020-01-19,น่าน,4,54.0
2020-01-19,ปทุมธานี,18,58.0
2020-01-19,ปราจีนบุรี,6,76.0
2020-01-19,พระนครศรีอยุธยา,18,65.0
2020-01-19,พะเยา,4,70.0
2020-01-19,ภูเก็ต,6,20.0
2020-01-19,ยะลา,6,19.0
2020-01-19,ระยอง,10,53.0
2020-01-19,ราชบุรี,17,71.0
2020-01-19,ลำปาง,6,82.5
2020-01-19,ลำพูน,4,48.0
2020-01-19,สงขลา,34,21.0
2020-01-19,สตูล,12,16.0
2020-01-19,สมุทรปราการ,11,54.8
2020-01-19,สมุทรสงคราม,4,
2020-01-19,สมุทรสาคร,11,51.5
2020-01-19,สระบุรี,8,82.0
2020-01-19,สระแก้ว,4,72.0
2020-01-19,สุราษฎร์ธานี,18,26.0
2020-01-19,หนองคาย,5,
2020-01-19,อุบลราชธานี,40,
2020-01-19,เชียงราย,11,48.0
2020-01-19,เชียงใหม่,29,39.5
2020-01-19,เลย,3,55.0
2020-01-19,แพร่,7,80.0
2020-01-19,แม่ฮ่องสอน,3,27.0
2020-01-20,กรุงเทพมหานคร,80,62.916666666666664
2020-01-20,กาญจนบุรี,29,86.0
2020-01-20,ขอนแก่น,118,35.0
2020-01-20,ฉะเชิงเทรา,26,62.0
2020-01-20,ชลบุรี,107,55.333333333333336
2020-01-20,ตาก,32,50.0
2020-01-20,นครปฐม,97,54.0
2020-01-20,นครราชสีมา,94,50.0
2020-01-20,นครสวรรค์,27,60.0
2020-01-20,นนทบุรี,82,66.5
2020-01-20,นราธิวาส,25,16.0
2020-01-20,น่าน,16,50.5
2020-01-20,ปทุมธานี,34,62.0
2020-01-20,ปราจีนบุรี,20,79.0
2020-01-20,พระนครศรีอยุธยา,75,80.0
2020-01-20,พะเยา,19,74.0
2020-01-20,ภูเก็ต,18,21.0
2020-01-20,ยะลา,29,15.5
2020-01-20,ระยอง,45,49.8
2020-01-20,ราชบุรี,40,67.0
2020-01-20,ลำปาง,65,76.0
2020-01-20,ลำพูน,26,34.0
2020-01-20,สงขลา,119,16.0
2020-01-20,สตูล,40,15.0
2020-01-20,สมุทรปราการ,44,61.4
2020-01-20,สมุทรสงคราม,9,
2020-01-20,สมุทรสาคร,111,52.0
2020-01-20,สระบุรี,66,86.0
2020-01-20,สระแก้ว,10,66.0
2020-01-20,สุราษฎร์ธานี,78,25.0
2020-01-20,หนองคาย,29,
2020-01-20,อุบลราชธานี,65,
2020-01-20,เชียงราย,54,54.5
2020-01-20,เชียงใหม่,129,50.5
2020-01-20,เลย,29,45.0
2020-01-20,แพร่,20,79.0
2020-01-20,แม่ฮ่องสอน,11,23.0
2020-01-21,กรุงเทพมหานคร,96,50.833333333333336
2020-01-21,กาญจนบุรี,49,77.0
2020-01-21,ขอนแก่น,154,38.0
2020-01-21,ฉะเชิงเทรา,31,55.0
2020-01-21,ชลบุรี,128,42.0
2020-01-21,ตาก,6,57.0
2020-01-21,นครปฐม,51,41.0
2020-01-21,นครราชสีมา,141,66.0
2020-01-21,นครสวรรค์,29,64.0
2020-01-21,นนทบุรี,64,56.0
2020-01-21,นราธิวาส,37,17.0
2020-01-21,น่าน,26,46.0
2020-01-21,ปทุมธานี,30,56.0
2020-01-21,ปราจีนบุรี,28,71.0
2020-01-21,พระนครศรีอยุธยา,49,73.0
2020-01-21,พะเยา,16,70.0
2020-01-21,ภูเก็ต,12,12.0
2020-01-21,ยะลา,34,13.5
2020-01-21,ระยอง,26,42.0
2020-01-21,ราชบุรี,35,52.0
2020-01-21,ลำปาง,30,71.75
2020-01-21,ลำพูน,17,39.0
2020-01-21,สงขลา,96,14.0
2020-01-21,สตูล,14,9.0
2020-01-21,สมุทรปราการ,26,45.2
2020-01-21,สมุทรสงคราม,25,
2020-01-21,สมุทรสาคร,109,26.0
2020-01-21,สระบุรี,48,94.5
2020-01-21,สระแก้ว,12,74.0
2020-01-21,สุราษฎร์ธานี,53,12.0
2020-01-21,หนองคาย,9,
2020-01-21,อุบลราชธานี,99,
2020-01-21,เชียงราย,63,43.5
2020-01-21,เชียงใหม่,111,54.0
2020-01-21,เลย,20,48.0
2020-01-21,แพร่,29,73.0
2020-01-21,แม่ฮ่องสอน,9,29.0
2020-01-22,กรุงเทพมหานคร,73,39.666666666666664
2020-01-22,กาญจนบุรี,72,72.0
2020-01-22,ขอนแก่น,155,59.0
2020-01-22,ฉะเชิงเทรา,16,41.0
2020-01-22,ชลบุรี,111,29.666666666666668
2020-01-22,ตาก,11,54.0
2020-01-22,นครปฐม,53,36.0
2020-01-22,นครราชสีมา,100,74.0
2020-01-22,นครสวรรค์,32,68.0
2020-01-22,นนทบุรี,31,43.5
2020-01-22,นราธิวาส,32,16.0
2020-01-22,น่าน,22,52.0
2020-01-22,ปทุมธานี,30,40.0
2020-01-22,ปราจีนบุรี,9,70.0
2020-01-22,พระนครศรีอยุธยา,32,58.0
2020-01-22,พะเยา,12,56.0
2020-01-22,ภูเก็ต,10,13.0
2020-01-22,ยะลา,37,13.0
2020-01-22,ระยอง,22,31.4
2020-01-22,ราชบุรี,38,53.0
2020-01-22,ลำปาง,59,71.25
2020-01-22,ลำพูน,15,35.0
2020-01-22,สงขลา,116,13.0
2020-01-22,สตูล,16,10.0
2020-01-22,สมุทรปราการ,48,34.8
2020-01-22,สมุทรสงคราม,10,
2020-01-22,สมุทรสาคร,105,35.0
2020-01-22,สระบุรี,43,82.5
2020-01-22,สระแก้ว,8,73.0
2020-01-22,สุราษฎร์ธานี,31,20.0
2020-01-22,หนองคาย,26,
2020-01-22,อุบลราชธานี,108,
2020-01-22,เชียงราย,67,30.0
2020-01-22,เชียงใหม่,115,35.0
2020-01-22,เลย,24,54.0
2020-01-22,แพร่,17,77.0
2020-01-22,แม่ฮ่องสอน,10,33.0
2020-01-23,กรุงเทพมหานคร,80,36.666666666666664
2020-01-23,กาญจนบุรี,20,73.0
2020-01-23,ขอนแก่น,187,65.0
2020-01-23,ฉะเชิงเทรา,36,37.0
2020-01-23,ชลบุรี,112,29.333333333333332
2020-01-23,ตาก,8,53.0
2020-01-23,นครปฐม,58,31.0
2020-01-23,นครราชสีมา,130,76.0
2020-01-23,นครสวรรค์,26,61.0
2020-01-23,นนทบุรี,34,38.0
2020-01-23,นราธิวาส,28,16.0
2020-01-23,น่าน,15,46.0
2020-01-23,ปทุมธานี,44,44.0
2020-01-23,ปราจีนบุรี,17,70.0
2020-01-23,พระนครศรีอยุธยา,42,53.0
2020-01-23,พะเยา,10,42.0
2020-01-23,ภูเก็ต,26,11.0
2020-01-23,ยะลา,27,13.5
2020-01-23,ระยอง,42,31.2
2020-01-23,ราชบุรี,23,50.0
2020-01-23,ลำปาง,20,64.0
2020-01-23,ลำพูน,14,29.0
2020-01-23,สงขลา,71,11.0
2020-01-23,สตูล,55,8.0
2020-01-23,สมุทรปราการ,38,34.2
2020-01-23,สมุทรสงคราม,5,
2020-01-23,สมุทรสาคร,46,35.0
2020-01-23,สระบุรี,52,64.5
2020-01-23,สระแก้ว,25,53.0
2020-01-23,สุราษฎร์ธานี,41,13.0
2020-01-23,หนองคาย,5,
2020-01-23,อุบลราชธานี,86,
2020-01-23,เชียงราย,49,26.5
2020-01-23,เชียงใหม่,96,29.0
2020-01-23,เลย,20,59.0
2020-01-23,แพร่,27,77.0
2020-01-23,แม่ฮ่องสอน,7,28.0
2020-01-24,กรุงเทพมหานคร,56,25.583333333333332
2020-01-24,กาญจนบุรี,53,50.0
2020-01-24,ขอนแก่น,183,75.0
2020-01-24,ฉะเชิงเทรา,13,25.0
2020-01-24,ชลบุรี,59,20.333333333333332
2020-01-24,ตาก,9,48.0
2020-01-24,นครปฐม,58,20.0
2020-01-24,นครราชสีมา,77,58.0
2020-01-24,นครสวรรค์,35,42.0
2020-01-24,นนทบุรี,33,23.0
2020-01-24,นราธิวาส,21,16.0
2020-01-24,น่าน,19,39.5
2020-01-24,ปทุมธานี,71,27.0
2020-01-24,ปราจีนบุรี,17,46.0
2020-01-24,พระนครศรีอยุธยา,44,33.0
2020-01-24,พะเยา,29,56.0
2020-01-24,ภูเก็ต,18,12.0
2020-01-24,ยะลา,28,15.0
2020-01-24,ระยอง,27,18.2
2020-01-24,ราชบุรี,24,33.0
2020-01-24,ลำปาง,24,77.25
2020-01-24,ลำพูน,12,31.0
2020-01-24,สงขลา,130,15.0
2020-01-24,สตูล,20,13.0
2020-01-24,สมุทรปราการ,31,23.2
2020-01-24,สมุทรสงคราม,7,
2020-01-24,สมุทรสาคร,47,21.5
2020-01-24,สระบุรี,68,40.0
2020-01-24,สระแก้ว,16,
2020-01-24,สุราษฎร์ธานี,48,18.0
2020-01-24,หนองคาย,14,
2020-01-24,อุบลราชธานี,197,
2020-01-24,เชียงราย,73,26.5
2020-01-24,เชียงใหม่,99,31.0
2020-01-24,เลย,16,57.0
2020-01-24,แพร่,24,99.0
2020-01-24,แม่ฮ่องสอน,10,35.0
2020-01-25,กรุงเทพมหานคร,22,19.333333333333332
2020-01-25,กาญจนบุรี,18,34.0
2020-01-25,ขอนแก่น,49,51.0
2020-01-25,ฉะเชิงเทรา,14,20.0
2020-01-25,ชลบุรี,21,16.666666666666668
2020-01-25,ตาก,5,46.0
2020-01-25,นครปฐม,15,17.0
2020-01-25,นครราชสีมา,47,38.0
2020-01-25,นครสวรรค์,17,32.0
2020-01-25,นนทบุรี,24,18.5
2020-01-25,นราธิวาส,24,15.0
2020-01-25,น่าน,4,48.5
2020-01-25,ปทุมธานี,24,21.0
2020-01-25,ปราจีนบุรี,10,49.0
2020-01-25,พระนครศรีอยุธยา,9,23.0
2020-01-25,พะเยา,8,67.0
2020-01-25,ภูเก็ต,6,11.0
2020-01-25,ยะลา,10,15.5
2020-01-25,ระยอง,12,16.2
2020-01-25,ราชบุรี,10,21.0
2020-01-25,ลำปาง,12,97.25
2020-01-25,ลำพูน,4,44.0
2020-01-25,สงขลา,29,17.0
2020-01-25,สตูล,9,9.0
2020-01-25,สมุทรปราการ,15,20.4
2020-01-25,สมุทรสงคราม,1,
2020-01-25,สมุทรสาคร,27,15.0
2020-01-25,สระบุรี,13,30.5
2020-01-25,สระแก้ว,10,
2020-01-25,สุราษฎร์ธานี,14,15.0
2020-01-25,หนองคาย,2,
2020-01-25,อุบลราชธานี,30,
2020-01-25,เชียงราย,9,38.5
2020-01-25,เชียงใหม่,27,35.0
2020-01-25,เลย,6,41.0
2020-01-25,แพร่,3,131.0
2020-01-25,แม่ฮ่องสอน,4,32.0
2020-01-26,กรุงเทพมหานคร,19,16.333333333333332
2020-01-26,กาญจนบุรี,11,43.0
2020-01-26,ขอนแก่น,38,36.0
2020-01-26,ฉะเชิงเทรา,9,17.0
2020-01-26,ชลบุรี,35,11.333333333333334
2020-01-26,ตาก,5,58.0
2020-01-26,นครปฐม,19,17.0
2020-01-26,นครราชสีมา,38,26.0
2020-01-26,นครสวรรค์,9,29.0
2020-01-26,นนทบุรี,23,17.0
2020-01-26,นราธิวาส,11,15.0
2020-01-26,น่าน,9,66.0
2020-01-26,ปทุมธานี,26,16.0
2020-01-26,ปราจีนบุรี,6,30.0
2020-01-26,พระนครศรีอยุธยา,22,24.0
2020-01-26,พะเยา,6,79.0
2020-01-26,ภูเก็ต,10,15.0
2020-01-26,ยะลา,16,15.0
2020-01-26,ระยอง,13,11.0
2020-01-26,ราชบุรี,9,29.0
2020-01-26,ลำปาง,6,110.33333333333333
2020-01-26,ลำพูน,3,49.0
2020-01-26,สงขลา,51,16.0
2020-01-26,สตูล,10,11.0
2020-01-26,สมุทรปราการ,22,17.4
2020-01-26,สมุทรสงคราม,6,
2020-01-26,สมุทรสาคร,12,18.5
2020-01-26,สระบุรี,7,30.5
2020-01-26,สระแก้ว,8,17.0
2020-01-26,สุราษฎร์ธานี,9,17.0
2020-01-26,หนองคาย,5,
2020-01-26,อุบลราชธานี,37,
2020-01-26,เชียงราย,13,30.5
2020-01-26,เชียงใหม่,21,43.5
2020-01-26,เลย,8,33.0
2020-01-26,แพร่,5,136.0
2020-01-26,แม่ฮ่องสอน,6,37.0
2020-01-27,กรุงเทพมหานคร,72,21.666666666666668
2020-01-27,กาญจนบุรี,42,58.0
2020-01-27,ขอนแก่น,106,28.0
2020-01-27,ฉะเชิงเทรา,17,18.0
2020-01-27,ชลบุรี,91,14.333333333333334
2020-01-27,ตาก,18,54.0
2020-01-27,นครปฐม,73,28.0
2020-01-27,นครราชสีมา,85,35.0
2020-01-27,นครสวรรค์,51,56.0
2020-01-27,นนทบุรี,82,21.5
2020-01-27,นราธิวาส,14,15.0
2020-01-27,น่าน,27,85.0
2020-01-27,ปทุมธานี,27,18.0
2020-01-27,ปราจีนบุรี,14,36.0
2020-01-27,พระนครศรีอยุธยา,55,27.0
2020-01-27,พะเยา,17,99.0
2020-01-27,ภูเก็ต,16,15.0
2020-01-27,ยะลา,16,16.0
2020-01-27,ระยอง,51,14.2
2020-01-27,ราชบุรี,32,31.0
2020-01-27,ลำปาง,52,166.75
2020-01-27,ลำพูน,32,49.0
2020-01-27,สงขลา,55,17.0
2020-01-27,สตูล,18,12.0
2020-01-27,สมุทรปราการ,41,24.6
2020-01-27,สมุทรสงคราม,11,
2020-01-27,สมุทรสาคร,106,30.5
2020-01-27,สระบุรี,50,34.5
2020-01-27,สระแก้ว,8,14.0
2020-01-27,สุราษฎร์ธานี,56,16.0
2020-01-27,หนองคาย,19,
2020-01-27,อุบลราชธานี,84,
2020-01-27,เชียงราย,53,33.0
2020-01-27,เชียงใหม่,134,42.5
2020-01-27,เลย,41,28.0
2020-01-27,แพร่,19,151.0
2020-01-27,แม่ฮ่องสอน,6,41.0
2020-01-28,กรุงเทพมหานคร,70,30.166666666666668
2020-01-28,กาญจนบุรี,46,50.0
2020-01-28,ขอนแก่น,154,35.0
2020-01-28,ฉะเชิงเทรา,32,21.0
2020-01-28,ชลบุรี,125,24.333333333333332
2020-01-28,ตาก,10,55.0
2020-01-28,นครปฐม,45,32.0
2020-01-28,นครราชสีมา,206,34.0
2020-01-28,นครสวรรค์,30,39.0
2020-01-28,นนทบุรี,68,31.0
2020-01-28,นราธิวาส,34,15.0
2020-01-28,น่าน,26,77.0
2020-01-28,ปทุมธานี,25,29.0
2020-01-28,ปราจีนบุรี,32,36.0
2020-01-28,พระนครศรีอยุธยา,65,54.0
2020-01-28,พะเยา,8,99.0
2020-01-28,ภูเก็ต,9,16.0
2020-01-28,ยะลา,21,13.5
2020-01-28,ระยอง,30,17.4
2020-01-28,ราชบุรี,41,39.0
2020-01-28,ลำปาง,23,110.75
2020-01-28,ลำพูน,10,47.0
2020-01-28,สงขลา,98,17.0
2020-01-28,สตูล,31,13.0
2020-01-28,สมุทรปราการ,33,31.2
2020-01-28,สมุทรสงคราม,17,
2020-01-28,สมุทรสาคร,107,35.5
2020-01-28,สระบุรี,38,44.5
2020-01-28,สระแก้ว,11,16.0
2020-01-28,สุราษฎร์ธานี,53,18.0
2020-01-28,หนองคาย,9,
2020-01-28,อุบลราชธานี,85,
2020-01-28,เชียงราย,79,33.0
2020-01-28,เชียงใหม่,121,46.5
2020-01-28,เลย,15,35.0
2020-01-28,แพร่,25,119.0
2020-01-28,แม่ฮ่องสอน,6,35.0
2020-01-29,กรุงเทพมหานคร,71,30.75
2020-01-29,กาญจนบุรี,61,70.0
2020-01-29,ขอนแก่น,147,26.0
2020-01-29,ฉะเชิงเทรา,13,25.0
2020-01-29,ชลบุรี,106,24.666666666666668
2020-01-29,ตาก,7,81.0
2020-01-29,นครปฐม,50,37.0
2020-01-29,นครราชสีมา,119,37.0
2020-01-29,นครสวรรค์,40,55.0
2020-01-29,นนทบุรี,45,34.5
2020-01-29,นราธิวาส,28,14.0
2020-01-29,น่าน,7,59.0
2020-01-29,ปทุมธานี,23,33.0
